,Student,GENDER_CD,CLASS_YR,Fall_2011,Freshman,meal_plan
1090,46180,F,2014,Portland,Nashville,19MF
1091,59046,M,2014,Atlanta,Charleston,19MF
1092,93635,F,2014,Tulsa,Scranton,19MF
1093,186260,M,2014,Pittsburgh,Indianapolis,19MF
1094,1434,M,2014,Providence,Charleston,19MF
1095,15159,F,2014,Madison,Scranton,19MF
1096,87294,F,2014,Pittsburgh,Indianapolis,19MF
1097,190863,F,2014,Tulsa,Fargo,19MF
1098,41096,F,2014,Atlanta,Charleston,19MF
1099,107014,M,2014,Seattle,Fargo,19MF
1100,111270,F,2014,St. Louis,Indianapolis,19MF
1101,38984,M,2014,Providence,Charleston,14MF
1102,147951,F,2014,Tulsa,Scranton,14MF
1103,44482,F,2014,Madison,Scranton,19MF
1104,98290,M,2014,Madison,Charleston,14MF
1105,214656,M,2014,Madison,Fargo,19MF
1106,31451,M,2014,Birmingham,Nashville,19MF
1107,26646,M,2014,Madison,Nashville,19MF
1108,85243,F,2014,Atlanta,Charleston,19MF
1109,214288,F,2014,Madison,Newark,14MF
1110,158482,F,2014,New Orleans,Topeka,9MF
1111,98097,F,2014,Madison,Fargo,19MF
1112,148317,F,2014,Hartford,Nashville,19MF
1113,70062,F,2014,Hartford,Indianapolis,14MF
1114,141631,F,2014,Dayton,Detroit,19MF
1115,128067,F,2014,Tulsa,Indianapolis,14MF
1116,16479,F,2014,Hartford,Scranton,19MF
1117,197514,M,2014,Baltimore,Nashville,19MF
1118,146227,M,2014,Atlanta,Charleston,19MF
1119,136028,M,2014,New Orleans,Charleston,14MF
1120,158887,M,2014,Scranton,Indianapolis,19MF
1121,31316,F,2014,Atlanta,Charleston,19MF
1122,39384,F,2014,Tulsa,Indianapolis,10MF
1123,67846,M,2014,Providence,Newark,19MF
1124,180704,M,2014,Los Angeles,Newark,19MF
1125,16978,F,2014,Seattle,Fargo,19MF
1126,99613,F,2014,Madison,Fargo,14MF
1127,192455,M,2014,Providence,Charleston,14MF
1128,93117,M,2014,Detroit,Indianapolis,19MF
1129,49485,F,2014,Indianapolis,Nashville,19MF
1130,103641,F,2014,Baltimore,Nashville,19MF
1131,139761,M,2014,Hartford,Scranton,19MF
1132,44891,M,2014,Madison,Charleston,19MF
1133,199036,F,2014,St. Paul,Topeka,19MF
1134,1526,M,2014,Hartford,Scranton,19MF
1135,13482,F,2014,Dayton,Newark,14MF
1136,134057,F,2014,Portland,Scranton,14MF
1137,198843,M,2014,Dayton,Indianapolis,19MF
1138,214242,F,2014,Pittsburgh,Detroit,14MF
1139,33944,M,2014,Seattle,Fargo,14MF
1140,208617,M,2014,Portland,Topeka,19MF
1141,64978,M,2014,Baltimore,Newark,19MF
1142,94439,F,2014,St. Louis,Detroit,19MF
1143,191014,F,2014,Tulsa,Nashville,19MF
1144,19117,M,2015,Fargo,Fargo,19MF
1145,67689,F,2015,Nashville,Nashville,19MF
1146,207472,M,2015,Nashville,Nashville,19MF
1147,47138,M,2015,Nashville,Nashville,19MF
1148,31945,F,2015,Scranton,Scranton,19MF
1149,177888,M,2015,Detroit,Detroit,19MF
1150,146744,M,2015,Topeka,Topeka,19MF
1151,79888,M,2015,Charleston,Charleston,19MF
1152,188862,F,2015,Fargo,Fargo,19MF
1153,207286,F,2015,Fargo,Fargo,19MF
1154,196130,M,2015,Indianapolis,Indianapolis,19MF
1155,141801,M,2015,Topeka,Topeka,19MF
1156,41034,M,2015,Newark,Newark,19MF
1157,122927,F,2015,Charleston,Charleston,19MF
1158,74724,M,2015,Topeka,Topeka,19MF
1159,30129,F,2015,Newark,Newark,19MF
1160,43234,F,2015,Fargo,Fargo,19MF
1161,150756,F,2015,Scranton,Scranton,19MF
1162,81739,F,2015,Nashville,Nashville,19MF
1163,106268,F,2015,Newark,Newark,19MF
1164,152269,M,2015,Scranton,Scranton,19MF
1165,144030,F,2015,Fargo,Fargo,19MF
1166,44814,F,2015,Nashville,Nashville,19MF
1167,18961,F,2015,Charleston,Charleston,19MF
1168,211187,M,2015,Fargo,Fargo,19MF
1169,172173,F,2015,Detroit,Detroit,19MF
1170,39467,F,2015,Topeka,Topeka,19MF
1171,122639,M,2015,Topeka,Topeka,19MF
1172,124407,F,2015,Indianapolis,Indianapolis,19MF
1173,171543,M,2015,Detroit,Detroit,19MF
1174,38062,M,2015,Nashville,Nashville,19MF
1175,97506,F,2015,Indianapolis,Indianapolis,19MF
1176,23853,F,2015,Newark,Newark,19MF
1177,148733,F,2015,Scranton,Scranton,19MF
1178,96242,M,2015,Charleston,Charleston,19MF
1179,80785,M,2015,Nashville,Nashville,19MF
1180,105359,M,2015,Fargo,Fargo,19MF
1181,134900,F,2015,Detroit,Detroit,19MF
1182,118391,F,2015,Topeka,Topeka,19MF
1183,49755,F,2015,Detroit,Detroit,19MF
1184,113793,M,2015,Detroit,Detroit,19MF
1185,171630,F,2015,Nashville,Nashville,19MF
1186,19554,F,2015,Newark,Newark,19MF
1187,113610,M,2015,Indianapolis,Indianapolis,19MF
1188,94755,F,2015,Scranton,Scranton,19MF
1189,108502,F,2015,Indianapolis,Indianapolis,19MF
1190,166414,M,2015,Topeka,Topeka,19MF
1191,146997,F,2015,Fargo,Fargo,19MF
1192,66935,M,2015,Fargo,Fargo,19MF
1193,195457,F,2015,Charleston,Charleston,19MF
1194,166383,M,2015,Scranton,Scranton,19MF
1195,172329,M,2015,Indianapolis,Indianapolis,19MF
1196,158021,M,2015,Indianapolis,Indianapolis,19MF
1197,99395,F,2015,Fargo,Fargo,19MF
1198,189566,F,2015,Charleston,Charleston,19MF
1199,71968,M,2015,Indianapolis,Indianapolis,19MF
1200,107907,M,2015,Newark,Newark,19MF
1201,144128,M,2015,Topeka,Topeka,19MF
1202,178604,M,2015,Newark,Newark,19MF
1203,179931,F,2015,Fargo,Fargo,19MF
1204,5011,F,2015,Scranton,Scranton,19MF
1205,20060,F,2015,Scranton,Scranton,19MF
1206,82683,M,2015,Nashville,Nashville,19MF
1207,149689,M,2015,Scranton,Scranton,19MF
1208,33960,F,2015,Charleston,Charleston,19MF
1209,190232,M,2015,Scranton,Scranton,19MF
1210,95500,M,2015,Fargo,Fargo,19MF
1211,146420,M,2015,Nashville,Nashville,19MF
1212,74127,M,2015,Charleston,Charleston,19MF
1213,132627,M,2015,Charleston,Charleston,19MF
1214,168126,F,2015,Newark,Newark,19MF
1215,168222,M,2015,Newark,Newark,19MF
1216,182850,M,2015,Indianapolis,Indianapolis,19MF
1217,184656,F,2015,Newark,Newark,19MF
1218,135940,F,2015,Nashville,Nashville,19MF
1219,31018,M,2015,Charleston,Charleston,19MF
1220,70402,M,2015,Scranton,Scranton,19MF
1221,110190,F,2015,Fargo,Fargo,19MF
1222,140754,M,2015,Charleston,Charleston,19MF
1223,136564,F,2015,Detroit,Detroit,19MF
1224,25737,M,2015,Newark,Newark,19MF
1225,193007,M,2015,Charleston,Charleston,19MF
1226,55096,F,2015,Charleston,Charleston,19MF
1227,16778,M,2015,Scranton,Scranton,19MF
1228,136220,M,2015,Scranton,Scranton,19MF
1229,178695,F,2015,Indianapolis,Indianapolis,19MF
1230,1846,F,2015,Scranton,Scranton,19MF
1231,110514,M,2015,Indianapolis,Indianapolis,19MF
1232,194326,M,2015,Fargo,Fargo,19MF
1233,129134,F,2015,Charleston,Charleston,19MF
1234,48822,M,2015,Newark,Newark,19MF
1235,212564,M,2015,Detroit,Detroit,19MF
1236,80874,F,2015,Fargo,Fargo,19MF
1237,24584,F,2015,Charleston,Charleston,19MF
1238,161812,F,2015,Nashville,Nashville,19MF
1239,164135,M,2015,Nashville,Nashville,19MF
1240,175509,F,2015,Topeka,Topeka,19MF
1241,170687,F,2015,Nashville,Nashville,19MF
1242,120898,F,2015,Topeka,Topeka,19MF
1243,181658,M,2015,Fargo,Fargo,19MF
1244,138798,M,2015,Detroit,Detroit,19MF
1245,147046,F,2015,Nashville,Nashville,19MF
1246,127693,M,2015,Fargo,Fargo,19MF
1247,143014,F,2015,Newark,Newark,19MF
1248,92387,F,2015,Charleston,Charleston,19MF
1249,147579,M,2015,Indianapolis,Indianapolis,19MF
1250,59504,M,2015,Topeka,Topeka,19MF
1251,134723,F,2015,Detroit,Detroit,19MF
1252,55684,F,2015,Topeka,Topeka,19MF
1253,91786,F,2015,Detroit,Detroit,19MF
1254,94196,F,2015,Indianapolis,Indianapolis,19MF
1255,90672,F,2015,Nashville,Nashville,19MF
1256,66968,M,2015,Indianapolis,Indianapolis,19MF
1257,192107,M,2015,Indianapolis,Indianapolis,19MF
1258,21149,M,2015,Topeka,Topeka,19MF
1259,23938,F,2015,Nashville,Nashville,19MF
1260,96825,M,2015,Topeka,Topeka,19MF
1261,201024,F,2015,Scranton,Scranton,19MF
1262,132102,F,2015,Detroit,Detroit,19MF
1263,83753,F,2015,Detroit,Detroit,19MF
1264,118813,M,2015,Fargo,Fargo,19MF
1265,73733,M,2015,Indianapolis,Indianapolis,19MF
1266,137692,M,2015,Nashville,Nashville,19MF
1267,9342,M,2015,Topeka,Topeka,19MF
1268,77059,F,2015,Indianapolis,Indianapolis,19MF
1269,423,F,2015,Newark,Newark,19MF
1270,12382,M,2015,Topeka,Topeka,19MF
1271,68867,M,2015,Topeka,Topeka,19MF
1272,68818,F,2015,Indianapolis,Indianapolis,19MF
1273,204482,M,2015,Charleston,Charleston,19MF
1274,201628,F,2015,Charleston,Charleston,19MF
1275,153941,F,2015,Detroit,Detroit,19MF
1276,65310,F,2015,Scranton,Scranton,19MF
1277,124564,F,2015,Detroit,Detroit,19MF
1278,81114,F,2015,Newark,Newark,19MF
1279,49963,M,2015,Fargo,Fargo,19MF
1280,81276,M,2015,Fargo,Fargo,19MF
1281,163704,F,2015,Indianapolis,Indianapolis,19MF
1282,188987,M,2015,Scranton,Scranton,19MF
1283,155198,M,2015,Detroit,Detroit,19MF
1284,40919,M,2015,Indianapolis,Indianapolis,19MF
1285,17527,F,2015,Scranton,Scranton,19MF
1286,143925,M,2015,Nashville,Nashville,19MF
1287,74230,F,2015,Indianapolis,Indianapolis,19MF
1288,109770,M,2015,Indianapolis,Indianapolis,19MF
1289,105514,F,2015,Indianapolis,Indianapolis,19MF
1290,72669,F,2015,Fargo,Fargo,19MF
1291,87145,M,2015,Indianapolis,Indianapolis,19MF
1292,65683,M,2015,Scranton,Scranton,19MF
1293,103835,M,2015,Nashville,Nashville,19MF
1294,97759,F,2015,Detroit,Detroit,19MF
1295,177753,F,2015,Indianapolis,Indianapolis,19MF
1296,131801,M,2015,Newark,Newark,19MF
1297,4619,F,2015,Detroit,Detroit,19MF
1298,195934,F,2015,Nashville,Nashville,19MF
1299,213361,F,2015,Detroit,Detroit,19MF
1300,200927,M,2015,Nashville,Nashville,19MF
1301,176102,F,2015,Topeka,Topeka,19MF
1302,105940,M,2015,Detroit,Detroit,19MF
1303,11660,F,2015,Nashville,Nashville,19MF
1304,137695,M,2015,Newark,Newark,19MF
1305,40684,F,2015,Topeka,Topeka,19MF
1306,110002,F,2015,Topeka,Topeka,19MF
1307,12089,M,2015,Fargo,Fargo,19MF
1308,122469,M,2015,Indianapolis,Indianapolis,19MF
1309,56148,M,2015,Indianapolis,Indianapolis,19MF
1310,132131,F,2015,Newark,Newark,19MF
1311,85005,F,2015,Detroit,Detroit,19MF
1312,172761,F,2015,Charleston,Charleston,19MF
1313,55171,F,2015,Topeka,Topeka,19MF
1314,72490,F,2015,Charleston,Charleston,19MF
1315,90700,M,2015,Charleston,Charleston,19MF
1316,87864,F,2015,Detroit,Detroit,19MF
1317,103058,F,2015,Nashville,Nashville,19MF
1318,105292,M,2015,Charleston,Charleston,19MF
1319,156479,M,2015,Topeka,Topeka,19MF
1320,10847,M,2015,Topeka,Topeka,19MF
1321,77054,M,2015,Newark,Newark,19MF
1322,23166,F,2015,Newark,Newark,19MF
1323,125263,M,2015,Newark,Newark,19MF
1324,112552,M,2015,Newark,Newark,19MF
1325,182131,F,2015,Topeka,Topeka,19MF
1326,77119,F,2015,Fargo,Fargo,19MF
1327,7244,M,2015,Scranton,Scranton,19MF
1328,196223,F,2015,Indianapolis,Indianapolis,19MF
1329,85705,M,2015,Indianapolis,Indianapolis,19MF
1330,71279,F,2015,Fargo,Fargo,19MF
1331,192194,F,2015,Topeka,Topeka,19MF
1332,196782,M,2015,Detroit,Detroit,19MF
1333,22286,F,2015,Indianapolis,Indianapolis,19MF
1334,116377,F,2015,Scranton,Scranton,19MF
1335,45978,M,2015,Nashville,Nashville,19MF
1336,126051,F,2015,Scranton,Scranton,19MF
1337,60649,F,2015,Indianapolis,Indianapolis,19MF
1338,208070,M,2015,Topeka,Topeka,19MF
1339,2001,M,2015,Fargo,Fargo,19MF
1340,71220,F,2015,Detroit,Detroit,19MF
1341,191307,F,2015,Newark,Newark,19MF
1342,103629,M,2015,Detroit,Detroit,19MF
1343,90507,M,2015,Newark,Newark,19MF
1344,206832,F,2015,Topeka,Topeka,19MF
1345,52337,F,2015,Newark,Newark,19MF
1346,90703,F,2015,Scranton,Scranton,19MF
1347,192886,F,2015,Scranton,Scranton,19MF
1348,79948,M,2015,Charleston,Charleston,19MF
1349,51193,M,2015,Fargo,Fargo,19MF
1350,109998,M,2015,Charleston,Charleston,19MF
1351,82146,F,2015,Charleston,Charleston,19MF
1352,190772,M,2015,Fargo,Fargo,19MF
1353,141958,F,2015,Charleston,Charleston,19MF
1354,78968,M,2015,Indianapolis,Indianapolis,19MF
1355,33427,F,2015,Fargo,Fargo,19MF
1356,84572,F,2015,Fargo,Fargo,19MF
1357,126150,M,2015,Indianapolis,Indianapolis,19MF
1358,188538,M,2015,Fargo,Fargo,19MF
1359,66121,M,2015,Detroit,Detroit,19MF
1360,201194,M,2015,Nashville,Nashville,19MF
1361,7249,F,2015,Fargo,Fargo,19MF
1362,107305,M,2015,Indianapolis,Indianapolis,19MF
1363,46330,F,2015,Newark,Newark,19MF
1364,204871,M,2015,Topeka,Topeka,19MF
1365,55831,F,2015,Indianapolis,Indianapolis,19MF
1366,39213,M,2015,Scranton,Scranton,19MF
1367,184455,M,2015,Nashville,Nashville,19MF
1368,83051,F,2015,Charleston,Charleston,19MF
1369,27451,M,2015,Charleston,Charleston,19MF
1370,151036,M,2015,Charleston,Charleston,19MF
1371,164813,F,2015,Nashville,Nashville,19MF
1372,105426,F,2015,Indianapolis,Indianapolis,19MF
1373,86157,M,2015,Detroit,Detroit,19MF
1374,156078,M,2015,Nashville,Nashville,19MF
1375,201582,M,2015,Fargo,Fargo,19MF
1376,61357,F,2015,Nashville,Nashville,19MF
1377,85329,M,2015,Indianapolis,Indianapolis,19MF
1378,95535,F,2015,Charleston,Charleston,19MF
1379,51695,M,2015,Newark,Newark,19MF
1380,197823,F,2015,Fargo,Fargo,19MF
1381,30222,F,2015,Topeka,Topeka,19MF
1382,63588,M,2015,Nashville,Nashville,19MF
1383,17939,M,2015,Detroit,Detroit,19MF
1384,33557,F,2015,Scranton,Scranton,19MF
1385,87160,M,2015,Detroit,Detroit,19MF
1386,49541,M,2015,Indianapolis,Indianapolis,19MF
1387,77581,F,2015,Nashville,Nashville,19MF
1388,139320,F,2015,Detroit,Detroit,19MF
1389,87004,F,2015,Fargo,Fargo,19MF
1390,114683,M,2015,Detroit,Detroit,19MF
1391,131094,M,2015,Detroit,Detroit,19MF
1392,37994,M,2015,Charleston,Charleston,19MF
1393,109472,F,2015,Topeka,Topeka,19MF
1394,80467,F,2015,Charleston,Charleston,19MF
1395,152038,F,2015,Indianapolis,Indianapolis,19MF
1396,97612,F,2015,Newark,Newark,19MF
1397,35735,M,2015,Indianapolis,Indianapolis,19MF
1398,76719,M,2015,Scranton,Scranton,19MF
1399,70630,F,2015,Newark,Newark,19MF
1400,93859,F,2015,Indianapolis,Indianapolis,19MF
1401,32999,F,2015,Detroit,Detroit,19MF
1402,197259,F,2015,Indianapolis,Indianapolis,19MF
1403,158324,F,2015,Newark,Newark,19MF
1404,61123,F,2015,Indianapolis,Indianapolis,19MF
1405,110658,F,2015,Nashville,Nashville,19MF
1406,119309,M,2015,Fargo,Fargo,19MF
1407,148447,F,2015,Indianapolis,Indianapolis,19MF
1408,149419,M,2015,Fargo,Fargo,19MF
1409,156869,F,2015,Charleston,Charleston,19MF
1410,53739,M,2015,Indianapolis,Indianapolis,19MF
1411,59869,M,2015,Charleston,Charleston,19MF
1412,170023,F,2015,Charleston,Charleston,19MF
1413,188119,F,2015,Fargo,Fargo,19MF
1414,151312,M,2015,Scranton,Scranton,19MF
1415,75114,F,2015,Charleston,Charleston,19MF
1416,55900,F,2015,Nashville,Nashville,19MF
1417,175650,M,2015,Charleston,Charleston,19MF
1418,67852,M,2015,Detroit,Detroit,19MF
1419,70793,F,2015,Topeka,Topeka,19MF
1420,211760,F,2015,Topeka,Topeka,19MF
1421,40538,M,2015,Topeka,Topeka,19MF
1422,150699,M,2015,Topeka,Topeka,19MF
1423,9728,F,2015,Topeka,Topeka,19MF
1424,79125,F,2015,Nashville,Nashville,19MF
1425,144257,M,2015,Topeka,Topeka,19MF
1426,76116,M,2015,Detroit,Detroit,19MF
1427,51805,M,2015,Newark,Newark,19MF
1428,208029,M,2015,Fargo,Fargo,19MF
1429,134838,M,2015,Scranton,Scranton,19MF
1430,200728,M,2015,Scranton,Scranton,19MF
1431,162068,F,2015,Nashville,Nashville,19MF
1432,199039,F,2015,Nashville,Nashville,19MF
1433,68537,M,2015,Scranton,Scranton,19MF
1434,120903,M,2015,Detroit,Detroit,19MF
1435,191898,F,2015,Nashville,Nashville,19MF
1436,36835,F,2015,Charleston,Charleston,19MF
1437,82318,M,2015,Detroit,Detroit,19MF
1438,144819,M,2015,Detroit,Detroit,19MF
1439,106476,M,2015,Charleston,Charleston,19MF
1440,192062,F,2015,Charleston,Charleston,19MF
1441,152761,M,2015,Nashville,Nashville,19MF
1442,189867,M,2015,Fargo,Fargo,19MF
1443,11023,M,2015,Scranton,Scranton,19MF
1444,160756,F,2015,Topeka,Topeka,19MF
1445,31511,M,2015,Topeka,Topeka,19MF
1446,156327,F,2015,Fargo,Fargo,19MF
1447,90299,F,2015,Newark,Newark,19MF
1448,78126,F,2015,Topeka,Topeka,19MF
1449,50513,M,2015,Fargo,Fargo,19MF
1450,129993,M,2015,Detroit,Detroit,19MF
1451,65883,F,2015,Nashville,Nashville,19MF
1452,148736,M,2015,Charleston,Charleston,19MF
1453,109350,F,2015,Topeka,Topeka,19MF
1454,185085,F,2015,Scranton,Scranton,19MF
1455,8453,M,2015,Detroit,Detroit,19MF
1456,209290,F,2015,Detroit,Detroit,19MF
1457,174154,F,2015,Nashville,Nashville,19MF
1458,87204,F,2015,Topeka,Topeka,19MF
1459,206605,F,2015,Nashville,Nashville,19MF
1460,86799,F,2015,Indianapolis,Indianapolis,19MF
1461,98232,F,2015,Indianapolis,Indianapolis,19MF
1462,43765,M,2015,Topeka,Topeka,19MF
1463,109688,F,2015,Charleston,Charleston,19MF
1464,153231,F,2015,Detroit,Detroit,19MF
1465,24645,M,2015,Nashville,Nashville,19MF
1466,150636,M,2015,Indianapolis,Indianapolis,19MF
1467,33517,F,2015,Topeka,Topeka,19MF
1468,40811,M,2015,Scranton,Scranton,19MF
1469,207969,M,2015,Indianapolis,Indianapolis,19MF
1470,74226,F,2015,Topeka,Topeka,19MF
1471,96694,M,2015,Nashville,Nashville,19MF
1472,59190,M,2015,Charleston,Charleston,19MF
1473,15798,M,2015,Newark,Newark,19MF
1474,183373,F,2015,Newark,Newark,19MF
1475,102997,M,2015,Indianapolis,Indianapolis,19MF
1476,73694,M,2015,Charleston,Charleston,19MF
1477,83113,M,2015,Nashville,Nashville,19MF
1478,124840,M,2015,Scranton,Scranton,19MF
1479,125711,F,2015,Fargo,Fargo,19MF
1480,61492,F,2015,Newark,Newark,19MF
1481,129299,M,2015,Newark,Newark,19MF
1482,14425,F,2015,Charleston,Charleston,19MF
1483,92289,F,2015,Fargo,Fargo,19MF
1484,144000,M,2015,Fargo,Fargo,19MF
1485,35978,F,2015,Indianapolis,Indianapolis,19MF
1486,163719,F,2015,Detroit,Detroit,19MF
1487,138702,M,2015,Indianapolis,Indianapolis,19MF
1488,20915,M,2015,Scranton,Scranton,19MF
1489,70479,M,2015,Detroit,Detroit,19MF
1490,141321,M,2015,Nashville,Nashville,19MF
1491,185870,F,2015,Newark,Newark,19MF
1492,157388,F,2015,Detroit,Detroit,19MF
1493,207462,F,2015,Newark,Newark,19MF
1494,95724,F,2015,Detroit,Detroit,19MF
1495,148365,F,2015,Charleston,Charleston,19MF
1496,155627,F,2015,Nashville,Nashville,19MF
1497,120739,F,2015,Indianapolis,Indianapolis,19MF
1498,30928,F,2015,Scranton,Scranton,19MF
1499,64414,F,2015,Topeka,Topeka,19MF
1500,43848,M,2015,Topeka,Topeka,19MF
1501,157841,M,2015,Nashville,Nashville,19MF
1502,66204,F,2015,Fargo,Fargo,19MF
1503,14227,F,2015,Newark,Newark,19MF
1504,212331,M,2015,Charleston,Charleston,19MF
1505,119332,M,2015,Scranton,Scranton,19MF
1506,55834,F,2015,Nashville,Nashville,19MF
1507,42718,M,2015,Indianapolis,Indianapolis,19MF
1508,187790,M,2015,Indianapolis,Indianapolis,19MF
1509,192313,M,2015,Indianapolis,Indianapolis,19MF
1510,142991,M,2015,Charleston,Charleston,19MF
1511,210449,F,2015,Fargo,Fargo,19MF
1512,108182,M,2015,Detroit,Detroit,19MF
1513,44219,M,2015,Newark,Newark,19MF
1514,5915,M,2015,Newark,Newark,19MF
1515,72889,F,2015,Fargo,Fargo,19MF
1516,152542,F,2015,Fargo,Fargo,19MF
1517,151132,M,2015,Charleston,Charleston,19MF
1518,21492,F,2015,Fargo,Fargo,19MF
1519,113862,M,2015,Topeka,Topeka,19MF
1520,164264,M,2015,Detroit,Detroit,19MF
1521,96759,M,2015,Newark,Newark,19MF
1522,202072,M,2015,Nashville,Nashville,19MF
1523,47161,M,2015,Detroit,Detroit,19MF
1524,17825,M,2015,Fargo,Fargo,19MF
1525,54882,M,2015,Indianapolis,Indianapolis,19MF
1526,146901,F,2015,Scranton,Scranton,19MF
1527,192105,M,2015,Indianapolis,Indianapolis,19MF
1528,66184,F,2015,Fargo,Fargo,19MF
1529,46073,F,2015,Detroit,Detroit,19MF
1530,135649,M,2015,Newark,Newark,19MF
1531,44298,M,2015,Newark,Newark,19MF
1532,197937,M,2015,Nashville,Nashville,19MF
1533,64135,M,2015,Scranton,Scranton,19MF
1534,51787,M,2015,Nashville,Nashville,19MF
1535,84465,M,2015,Scranton,Scranton,19MF
1536,212981,F,2015,Topeka,Topeka,19MF
1537,69963,F,2015,Scranton,Scranton,19MF
1538,48010,M,2015,Topeka,Topeka,19MF
1539,13151,F,2015,Topeka,Topeka,19MF
1540,172226,F,2015,Topeka,Topeka,19MF
1541,72143,M,2015,Nashville,Nashville,19MF
1542,209679,M,2015,Charleston,Charleston,19MF
1543,81891,F,2015,Fargo,Fargo,19MF
1544,31809,M,2015,Fargo,Fargo,19MF
1545,185815,F,2015,Scranton,Scranton,19MF
1546,13667,M,2015,Nashville,Nashville,19MF
1547,98332,F,2015,Scranton,Scranton,19MF
1548,114914,M,2015,Fargo,Fargo,19MF
1549,93753,F,2015,Charleston,Charleston,19MF
1550,60657,F,2015,Detroit,Detroit,19MF
1551,125704,M,2015,Detroit,Detroit,19MF
1552,207559,M,2015,Scranton,Scranton,19MF
1553,156711,F,2015,Newark,Newark,19MF
1554,37076,M,2015,Fargo,Fargo,19MF
1555,115983,F,2015,Indianapolis,Indianapolis,19MF
1556,158686,M,2015,Nashville,Nashville,19MF
1557,56483,M,2015,Scranton,Scranton,19MF
1558,190050,F,2015,Nashville,Nashville,19MF
1559,76006,F,2015,Fargo,Fargo,19MF
1560,182965,M,2015,Charleston,Charleston,19MF
1561,181266,M,2015,Fargo,Fargo,19MF
1562,214557,M,2015,Nashville,Nashville,19MF
1563,69718,M,2015,Scranton,Scranton,19MF
1564,22731,F,2015,Indianapolis,Indianapolis,19MF
1565,187629,F,2015,Scranton,Scranton,19MF
1566,199451,F,2015,Indianapolis,Indianapolis,19MF
1567,126553,F,2015,Nashville,Nashville,19MF
1568,111085,F,2015,Charleston,Charleston,19MF
1569,34981,M,2015,Topeka,Topeka,19MF
1570,58463,M,2015,Newark,Newark,19MF
1571,80090,F,2015,Newark,Newark,19MF
1572,164267,M,2015,Charleston,Charleston,19MF
1573,162236,F,2015,Nashville,Nashville,19MF
1574,192934,F,2015,Fargo,Fargo,19MF
1575,1211,F,2015,Topeka,Topeka,19MF
1576,213081,M,2015,Newark,Newark,19MF
1577,15028,F,2015,Topeka,Topeka,19MF
1578,12251,F,2015,Fargo,Fargo,19MF
1579,2456,M,2015,Topeka,Topeka,19MF
1580,200464,F,2015,Detroit,Detroit,19MF
1581,34583,M,2015,Nashville,Nashville,19MF
1582,204458,F,2015,Nashville,Nashville,19MF
1583,81920,F,2015,Detroit,Detroit,19MF
1584,46022,F,2015,Newark,Newark,19MF
1585,41222,F,2015,Scranton,Scranton,19MF
1586,100699,F,2015,Nashville,Nashville,19MF
1587,25970,F,2015,Indianapolis,Indianapolis,19MF
1588,184389,F,2015,Charleston,Charleston,19MF
1589,151397,F,2015,Nashville,Nashville,19MF
1590,205617,M,2015,Indianapolis,Indianapolis,19MF
1591,205858,M,2015,Newark,Newark,19MF
1592,152415,M,2015,Fargo,Fargo,19MF
1593,214356,F,2015,Detroit,Detroit,19MF
1594,177207,M,2015,Newark,Newark,19MF
1595,171527,F,2015,Indianapolis,Indianapolis,19MF
1596,103777,F,2015,Indianapolis,Indianapolis,19MF
1597,179537,F,2015,Scranton,Scranton,19MF
1598,20535,M,2015,Scranton,Scranton,19MF
1599,122128,M,2015,Detroit,Detroit,19MF
1600,28537,F,2015,Scranton,Scranton,19MF
1601,197802,F,2015,Topeka,Topeka,19MF
1602,32323,M,2015,Detroit,Detroit,19MF
1603,196666,M,2015,Newark,Newark,19MF
1604,95260,M,2015,Scranton,Scranton,19MF
1605,21402,M,2015,Indianapolis,Indianapolis,19MF
1606,48056,F,2015,Fargo,Fargo,19MF
1607,111906,F,2015,Nashville,Nashville,19MF
1608,101518,F,2015,Scranton,Scranton,19MF
1609,60404,F,2015,Detroit,Detroit,19MF
1610,211121,F,2015,Fargo,Fargo,19MF
1611,196717,M,2015,Scranton,Scranton,19MF
1612,36003,M,2015,Detroit,Detroit,19MF
1613,198983,M,2015,Topeka,Topeka,19MF
1614,159021,M,2015,Nashville,Nashville,19MF
1615,44195,F,2015,Topeka,Topeka,19MF
1616,52569,M,2015,Fargo,Fargo,19MF
1617,43688,F,2015,Nashville,Nashville,19MF
1618,69587,F,2015,Detroit,Detroit,19MF
1619,60559,F,2015,Nashville,Nashville,19MF
1620,24217,M,2015,Scranton,Scranton,19MF
1621,123900,F,2015,Scranton,Scranton,19MF
1622,78187,F,2015,Charleston,Charleston,19MF
1623,139186,M,2015,Newark,Newark,19MF
1624,139526,F,2015,Indianapolis,Indianapolis,19MF
