,Unnamed: 0,Student,GENDER_CD,CLASS_YR,Fall_2011,Freshman,meal_plan,index
419,419,153384,F,2012,New York,Topeka,19MF,419
420,420,69276,M,2012,New York,Scranton,19MF,420
421,421,102524,M,2012,New York,Scranton,19MF,421
422,422,169442,M,2012,New York,Charleston,19MF,422
423,423,33170,F,2012,New York,Charleston,19MF,423
424,424,38995,F,2012,Baltimore,Nashville,19MF,424
425,425,132390,M,2012,Baltimore,Charleston,10MF,425
426,426,57317,F,2012,Dallas,Detroit,14MF,426
427,427,167311,M,2012,Baltimore,Scranton,14MF,427
428,428,127103,M,2012,New York,Scranton,19MF,428
429,429,195382,M,2012,New York,Nashville,19MF,429
430,430,178136,F,2012,New York,Nashville,19MF,430
431,431,96430,F,2012,Providence,Scranton,14MF,431
432,432,157975,F,2012,New York,Indianapolis,14MF,432
433,433,116458,F,2012,Tulsa,Fargo,,433
434,434,92949,M,2012,Atlanta,Charleston,19MF,434
435,435,108655,M,2012,Nashville,Detroit,19MF,435
436,436,146866,F,2012,New York,Detroit,19MF,436
437,437,3829,M,2012,New York,Indianapolis,19MF,437
438,438,20671,F,2012,New York,Scranton,14MF,438
439,439,171903,M,2012,Providence,Scranton,19MF,439
440,440,192579,F,2012,New York,Charleston,14MF,440
441,441,95097,M,2012,New York,Topeka,19MF,441
442,442,46137,M,2012,New York,Scranton,14MF,442
443,443,204548,M,2012,Scranton,Scranton,19MF,443
444,444,193972,M,2012,Baltimore,Fargo,14MF,444
445,445,135844,M,2012,Providence,Topeka,19MF,445
446,446,199921,F,2012,Atlanta,Newark,19MF,446
447,447,61240,M,2012,New York,Topeka,19MF,447
448,448,174327,F,2012,New York,Indianapolis,19MF,448
449,449,168761,F,2012,New York,Newark,19MF,449
450,450,203666,F,2012,Eugene,Nashville,19MF,450
451,451,198152,M,2012,Baltimore,Fargo,19MF,451
452,452,36325,F,2012,New York,Fargo,19MF,452
453,453,206976,M,2012,Providence,Providence,14MF,453
454,454,113298,M,2012,New York,Scranton,19MF,454
455,455,163277,F,2012,New York,Charleston,14MF,455
456,456,162364,M,2012,Columbus,Indianapolis,14MF,456
457,457,141556,F,2012,New York,Detroit,19MF,457
458,458,172685,M,2012,Providence,Newark,14MF,458
459,459,151542,M,2012,Providence,Topeka,14MF,459
460,460,17294,F,2012,New York,Scranton,19MF,460
461,461,20850,M,2012,New York,Topeka,14MF,461
462,462,23851,M,2012,New York,Topeka,19MF,462
463,463,96734,F,2012,Newark,Detroit,19MF,463
464,464,12740,M,2012,New York,Topeka,14MF,464
465,465,179408,F,2012,Eugene,Nashville,14MF,465
466,466,132504,F,2012,New York,Charleston,19MF,466
467,467,150240,F,2012,Columbus,Detroit,19MF,467
468,468,33672,M,2012,Providence,Topeka,14MF,468
469,469,30999,M,2012,New York,Charleston,19MF,469
470,470,539,F,2012,Eugene,Detroit,19MF,470
471,471,134883,M,2012,Baltimore,Fargo,19MF,471
472,472,206237,M,2012,New York,Scranton,19MF,472
473,473,1064,F,2012,Baltimore,Detroit,14MF,473
474,474,18166,F,2012,Baltimore,Fargo,14MF,474
475,475,52431,M,2012,New York,Nashville,19MF,475
476,476,195989,M,2012,New York,Newark,19MF,476
477,477,145308,F,2012,New York,Fargo,19MF,477
478,478,121000,M,2012,Providence,Indianapolis,19MF,478
479,479,3617,M,2012,Tulsa,Topeka,14MF,479
480,480,31014,F,2012,New York,Nashville,19MF,480
481,481,43535,M,2012,New York,Newark,14MF,481
482,482,105767,F,2012,New York,Detroit,19MF,482
483,483,195659,F,2012,Tulsa,Scranton,,483
484,484,151287,F,2012,New York,Indianapolis,19MF,484
485,485,59759,F,2012,Providence,Charleston,10MF,485
486,486,151940,M,2012,Columbus,Indianapolis,14MF,486
487,487,161410,M,2012,New York,Nashville,14MF,487
488,488,73642,F,2012,Baltimore,Fargo,19MF,488
489,489,49133,F,2012,New York,Indianapolis,10MF,489
490,490,94846,F,2012,New York,Charleston,19MF,490
491,491,16583,F,2012,New York,Indianapolis,14MF,491
492,492,132670,F,2012,New York,Newark,19MF,492
493,493,107098,M,2012,New York,Charleston,19MF,493
494,494,45693,M,2012,New York,Detroit,19MF,494
495,495,50509,M,2012,New York,Scranton,14MF,495
496,496,90323,F,2012,Baltimore,Fargo,19MF,496
497,497,152881,M,2012,New York,Indianapolis,14MF,497
498,498,22029,M,2012,New York,Charleston,19MF,498
499,499,150603,F,2012,New York,Newark,19MF,499
500,500,2803,M,2012,Columbus,Newark,14MF,500
501,501,8659,M,2012,New York,Scranton,19MF,501
502,502,183740,F,2012,Baltimore,Indianapolis,14MF,502
503,503,127986,M,2012,New York,Fargo,19MF,503
504,504,139822,M,2012,New York,Indianapolis,19MF,504
505,505,100584,M,2013,Providence,Nashville,19MF,505
506,506,43185,M,2013,Providence,Indianapolis,14MF,506
507,507,18065,M,2013,New Orleans,Charleston,19MF,507
508,508,119949,M,2013,New Orleans,Charleston,19MF,508
509,509,655,F,2013,Columbus,Detroit,19MF,509
510,510,89249,M,2013,Eugene,Newark,14MF,510
511,511,124274,M,2013,Santa Fe,Fargo,14MF,511
512,512,128359,F,2013,Tulsa,Nashville,19MF,512
513,513,42782,M,2013,Scranton,Indianapolis,19MF,513
514,514,139933,M,2013,Providence,Indianapolis,19MF,514
515,515,147118,F,2013,Seattle,Fargo,19MF,515
516,516,64572,F,2013,Providence,Fargo,19MF,516
517,517,116802,M,2013,Providence,Newark,19MF,517
518,518,27591,F,2013,Eugene,Scranton,19MF,518
519,519,148672,M,2013,Providence,Nashville,19MF,519
520,520,37768,F,2013,Birmingham,Detroit,19MF,520
521,521,85750,M,2013,St. Paul,Topeka,14MF,521
522,522,199446,F,2013,Detroit,Newark,14MF,522
523,523,170114,F,2013,Scranton,Newark,19MF,523
524,524,4360,F,2013,Los Angeles,Topeka,14MF,524
525,525,60031,M,2013,Boise,Newark,19MF,525
526,526,194468,F,2013,Providence,Indianapolis,14MF,526
527,527,175136,M,2013,Providence,Indianapolis,19MF,527
528,528,187601,M,2013,Eugene,Fargo,14MF,528
529,529,36368,F,2013,Eugene,Scranton,19MF,529
530,530,37160,F,2013,Providence,Indianapolis,19MF,530
531,531,180645,M,2013,Baltimore,Fargo,19MF,531
532,532,153977,M,2013,Providence,Charleston,19MF,532
533,533,4913,M,2013,Providence,Indianapolis,19MF,533
534,534,118836,F,2013,Providence,Charleston,19MF,534
535,535,177394,F,2013,Scranton,Scranton,14MF,535
536,536,20088,F,2013,New York,Fargo,19MF,536
537,537,120708,M,2013,Providence,Indianapolis,14MF,537
538,538,157129,F,2013,Baltimore,Fargo,19MF,538
539,539,82578,F,2013,Providence,Scranton,19MF,539
540,540,144937,M,2013,Detroit,Nashville,19MF,540
541,541,166649,M,2013,Providence,Nashville,19MF,541
542,542,204161,M,2013,Detroit,Nashville,19MF,542
543,543,12132,F,2013,Baltimore,Charleston,19MF,543
544,544,100586,F,2013,Providence,Newark,14MF,544
545,545,28573,M,2013,Eugene,Charleston,19MF,545
546,546,35583,M,2013,New Orleans,Fargo,14MF,546
547,547,127641,M,2013,Baltimore,Detroit,14MF,547
548,548,117693,F,2013,Santa Fe,Fargo,14MF,548
549,549,143255,M,2013,Scranton,Indianapolis,14MF,549
550,550,177475,M,2013,St. Paul,Topeka,14MF,550
551,551,101003,M,2013,Providence,Scranton,19MF,551
552,552,179917,F,2013,New York,Charleston,19MF,552
553,553,209540,M,2013,Providence,Scranton,19MF,553
554,554,195663,F,2013,Tulsa,Fargo,10MF,554
555,555,126371,M,2013,Eugene,Detroit,14MF,555
556,556,75319,M,2013,Scranton,Scranton,19MF,556
557,557,105506,F,2013,Detroit,Nashville,19MF,557
558,558,171406,F,2013,Los Angeles,Indianapolis,19MF,558
559,559,174464,F,2013,Providence,Detroit,14MF,559
560,560,202696,M,2013,Eugene,Fargo,19MF,560
561,561,6492,F,2013,Providence,Fargo,19MF,561
562,562,105018,M,2013,Providence,Indianapolis,14MF,562
563,563,11822,F,2013,Providence,Nashville,10MF,563
564,564,155864,M,2013,Scranton,Fargo,19MF,564
565,565,114908,F,2013,Miami,Nashville,10MF,565
566,566,99798,F,2013,Eugene,Nashville,14MF,566
567,567,57791,M,2013,St. Paul,Scranton,19MF,567
568,568,73119,F,2013,Providence,Newark,19MF,568
569,569,157472,F,2013,Los Angeles,Indianapolis,14MF,569
570,570,46066,F,2013,Dallas,Charleston,19MF,570
571,571,93970,M,2013,Boise,Fargo,19MF,571
572,572,108601,F,2013,Providence,Fargo,19MF,572
573,573,22360,F,2013,Providence,Scranton,19MF,573
574,574,175819,M,2013,Columbus,Topeka,19MF,574
575,575,54436,M,2013,Charleston,Detroit,19MF,575
576,576,100785,M,2013,Columbus,Topeka,19MF,576
577,577,159805,M,2013,Columbus,Topeka,19MF,577
578,578,20757,M,2013,Dallas,Charleston,14MF,578
579,579,185266,M,2013,Seattle,Detroit,19MF,579
580,580,11463,M,2013,New York,Topeka,19MF,580
581,581,49159,F,2013,Eugene,Scranton,14MF,581
582,582,23081,F,2013,Providence,Indianapolis,19MF,582
583,583,67740,M,2013,Dallas,Detroit,19MF,583
584,584,104679,F,2013,Baltimore,Detroit,14MF,584
585,585,116789,M,2013,Providence,Nashville,19MF,585
586,586,37192,F,2013,Eugene,Fargo,19MF,586
587,587,133597,F,2013,Eugene,Scranton,10MF,587
588,588,107385,M,2013,Eugene,Charleston,19MF,588
589,589,19768,M,2013,Eugene,Fargo,19MF,589
590,590,211771,M,2013,Eugene,Topeka,19MF,590
591,591,37982,F,2013,Providence,Charleston,10MF,591
592,592,239,M,2013,Eugene,Topeka,19MF,592
593,593,90622,M,2013,Los Angeles,Indianapolis,19MF,593
594,594,84144,F,2013,Providence,Indianapolis,19MF,594
595,595,194183,M,2013,Providence,Scranton,14MF,595
596,596,182792,M,2013,Scranton,Newark,14MF,596
597,597,135921,M,2013,Providence,Newark,19MF,597
598,598,78554,F,2013,Los Angeles,Topeka,19MF,598
599,599,23231,M,2013,Tulsa,Fargo,19MF,599
600,600,212066,F,2013,Providence,Fargo,19MF,600
601,601,156034,M,2013,Los Angeles,Charleston,14MF,601
602,602,67085,M,2013,Providence,Charleston,19MF,602
603,603,86702,M,2013,Providence,Fargo,9MF,603
604,604,205311,F,2013,New York,Indianapolis,19MF,604
605,605,183931,M,2013,Columbus,Detroit,19MF,605
606,606,122945,F,2013,Newark,Fargo,19MF,606
607,607,28274,M,2013,Indianapolis,Fargo,19MF,607
608,608,141251,F,2013,Birmingham,Detroit,14MF,608
609,609,27900,F,2013,Eugene,Indianapolis,19MF,609
610,610,108721,F,2013,Providence,Charleston,19MF,610
611,611,6796,F,2013,Providence,Nashville,19MF,611
612,612,82883,M,2013,Providence,Topeka,14MF,612
613,613,72402,F,2013,Eugene,Nashville,14MF,613
614,614,115881,F,2013,Providence,Nashville,19MF,614
615,615,127821,F,2013,Providence,Nashville,14MF,615
616,616,80637,M,2013,Providence,Fargo,10MF,616
617,617,181651,M,2013,Providence,Newark,19MF,617
618,618,47970,M,2013,Providence,Indianapolis,19MF,618
619,619,35171,M,2013,Providence,Newark,9MF,619
620,620,137748,F,2013,Providence,Nashville,19MF,620
621,621,182036,M,2013,Providence,Indianapolis,14MF,621
622,622,107924,F,2013,Seattle,Fargo,14MF,622
623,623,116806,F,2013,Providence,Nashville,10MF,623
624,624,194379,M,2013,Scranton,Nashville,19MF,624
625,625,36060,F,2013,Columbus,Topeka,14MF,625
626,626,198696,F,2013,Providence,Topeka,14MF,626
627,627,64184,M,2013,Tulsa,Nashville,19MF,627
628,628,156863,F,2013,New York,Scranton,19MF,628
629,629,190462,M,2013,Providence,Charleston,19MF,629
630,630,66283,M,2013,Providence,Detroit,19MF,630
631,631,115531,F,2013,Atlanta,Indianapolis,19MF,631
632,632,206506,M,2013,Providence,Topeka,14MF,632
633,633,213051,F,2013,Dallas,Charleston,19MF,633
634,634,109328,F,2013,New Orleans,New Orleans,19MF,634
635,635,35228,M,2013,Eugene,Fargo,19MF,635
636,636,184275,M,2013,Providence,Fargo,,636
637,637,148098,M,2013,New Orleans,Scranton,19MF,637
638,638,30115,M,2013,Tulsa,Indianapolis,14MF,638
639,639,34004,F,2013,Scranton,Newark,19MF,639
640,640,189006,M,2013,Providence,Detroit,19MF,640
641,641,106309,M,2013,New York,Indianapolis,14MF,641
642,642,190580,F,2013,Baltimore,Fargo,19MF,642
643,643,156046,F,2013,Baltimore,Scranton,19MF,643
644,644,40764,M,2013,Dallas,Newark,19MF,644
645,645,208004,F,2013,Providence,Nashville,19MF,645
646,646,169979,F,2013,Detroit,Detroit,19MF,646
647,647,19992,F,2013,Atlanta,Charleston,19MF,647
648,648,116721,M,2013,Eugene,Detroit,19MF,648
649,649,123669,M,2013,Providence,Indianapolis,19MF,649
650,650,103586,F,2013,New York,Fargo,19MF,650
651,651,542,M,2013,Providence,Nashville,19MF,651
652,652,163943,M,2013,Providence,Charleston,19MF,652
653,653,149193,M,2013,Detroit,Detroit,19MF,653
654,654,144428,F,2014,New Orleans,Detroit,19MF,654
655,655,90231,F,2014,Madison,Fargo,14MF,655
656,656,28259,M,2014,Providence,Scranton,19MF,656
657,657,27074,F,2014,Providence,Charleston,19MF,657
658,658,185662,F,2014,Chicago,Nashville,19MF,658
659,659,38111,F,2014,Madison,Fargo,19MF,659
660,660,21626,F,2014,Baltimore,Scranton,19MF,660
661,661,58591,F,2014,St. Louis,Detroit,19MF,661
662,662,124263,M,2014,Hartford,Nashville,19MF,662
663,663,47510,F,2014,Tulsa,Topeka,19MF,663
664,664,86746,M,2014,Providence,Charleston,19MF,664
665,665,118420,F,2014,Providence,Scranton,14MF,665
666,666,71997,M,2014,Dayton,Newark,19MF,666
667,667,102003,F,2014,New York,Charleston,19MF,667
668,668,156127,M,2014,Providence,Charleston,14MF,668
669,669,8866,F,2014,Tulsa,Detroit,14MF,669
670,670,9033,M,2014,Hartford,Nashville,19MF,670
671,671,93339,M,2014,Providence,Newark,10MF,671
672,672,90918,M,2014,New Orleans,Newark,19MF,672
673,673,172361,F,2014,Hartford,Nashville,19MF,673
674,674,152525,F,2014,Madison,Newark,14MF,674
675,675,49534,M,2014,Providence,Topeka,19MF,675
676,676,146933,M,2014,Baltimore,Fargo,19MF,676
677,677,25489,M,2014,Tulsa,Topeka,19MF,677
678,678,134073,F,2014,St. Louis,Nashville,19MF,678
679,679,133957,F,2014,New Orleans,Topeka,19MF,679
680,680,164659,F,2014,St. Louis,Nashville,19MF,680
681,681,63813,F,2014,Hartford,Indianapolis,19MF,681
682,682,99471,F,2014,St. Louis,Detroit,19MF,682
683,683,90037,F,2014,Baltimore,Detroit,19MF,683
684,684,116385,F,2014,Madison,Detroit,14MF,684
685,685,170342,M,2014,Hartford,Nashville,19MF,685
686,686,134815,F,2014,Pittsburgh,Indianapolis,14MF,686
687,687,210905,M,2014,Providence,Detroit,19MF,687
688,688,120010,M,2014,Los Angeles,Detroit,19MF,688
689,689,109788,F,2014,Chicago,Nashville,19MF,689
690,690,59100,M,2014,Dayton,Newark,19MF,690
691,691,12313,F,2014,Providence,Nashville,14MF,691
692,692,12223,M,2014,Providence,Indianapolis,14MF,692
693,693,158733,M,2014,Providence,Topeka,19MF,693
694,694,81283,F,2014,Atlanta,Charleston,19MF,694
695,695,144394,M,2014,Portland,Scranton,19MF,695
696,696,135363,M,2014,Tulsa,Nashville,19MF,696
697,697,43200,M,2014,Seattle,Fargo,19MF,697
698,698,18665,F,2014,Detroit,Detroit,19MF,698
699,699,156856,F,2014,New York,Scranton,19MF,699
700,700,140177,F,2014,Madison,Fargo,19MF,700
701,701,28012,M,2014,St. Paul,Topeka,19MF,701
702,702,159911,M,2014,St. Louis,Scranton,19MF,702
703,703,103961,F,2014,New Orleans,Newark,19MF,703
704,704,46989,M,2014,Providence,Scranton,19MF,704
705,705,144955,M,2014,Hartford,Detroit,19MF,705
706,706,14691,M,2014,Providence,Indianapolis,14MF,706
707,707,151310,F,2014,Madison,Scranton,19MF,707
708,708,115976,M,2014,Nashville,Nashville,19MF,708
709,709,131983,F,2014,New Orleans,Indianapolis,19MF,709
710,710,139213,M,2014,Hartford,Nashville,19MF,710
711,711,207611,M,2014,Dayton,Nashville,19MF,711
712,712,53910,F,2014,Chicago,Nashville,19MF,712
713,713,102065,M,2014,Pittsburgh,Nashville,14MF,713
714,714,146647,M,2014,Madison,Detroit,19MF,714
715,715,127151,F,2014,Hartford,Scranton,19MF,715
716,716,194975,M,2014,Providence,Scranton,19MF,716
717,717,124309,M,2014,Providence,Nashville,19MF,717
718,718,151674,M,2014,Madison,Scranton,19MF,718
719,719,102973,F,2014,Pittsburgh,Indianapolis,19MF,719
720,720,654,M,2014,Pittsburgh,Indianapolis,19MF,720
721,721,112506,M,2014,Tulsa,Topeka,19MF,721
722,722,203593,F,2014,Santa Fe,Fargo,19MF,722
723,723,198551,F,2014,New York,Scranton,19MF,723
724,724,85832,M,2014,St. Louis,Nashville,19MF,724
725,725,213235,M,2014,Portland,Indianapolis,19MF,725
726,726,110315,M,2014,Madison,Fargo,19MF,726
727,727,213791,M,2014,Portland,Detroit,19MF,727
728,728,45139,M,2014,Madison,Fargo,19MF,728
729,729,64523,F,2014,Tulsa,Detroit,14MF,729
730,730,138206,F,2014,Los Angeles,Fargo,19MF,730
731,731,175996,F,2014,Dayton,Newark,19MF,731
732,732,69057,F,2014,Atlanta,Charleston,19MF,732
733,733,205588,M,2014,Portland,Scranton,19MF,733
734,734,89867,F,2014,Pittsburgh,Nashville,19MF,734
735,735,13388,F,2014,Madison,Newark,19MF,735
736,736,188656,M,2014,Dayton,Indianapolis,19MF,736
737,737,105860,F,2014,Baltimore,Charleston,19MF,737
738,738,29052,F,2014,New York,Newark,19MF,738
739,739,30352,M,2014,St. Paul,Topeka,19MF,739
740,740,146683,F,2014,Providence,Nashville,19MF,740
741,741,105015,M,2014,Providence,Detroit,19MF,741
742,742,173782,F,2014,New York,New York,19MF,742
743,743,172092,M,2014,Seattle,Fargo,14MF,743
744,744,54112,M,2014,Hartford,Nashville,14MF,744
745,745,175207,M,2014,Providence,Topeka,14MF,745
746,746,193811,M,2014,Providence,Detroit,19MF,746
747,747,122172,M,2014,Dayton,Charleston,19MF,747
748,748,47553,F,2014,St. Paul,Newark,19MF,748
749,749,17159,M,2014,Dayton,Newark,10MF,749
750,750,5816,F,2014,Pittsburgh,Newark,19MF,750
751,751,36069,M,2014,Boise,Fargo,19MF,751
752,752,84327,M,2014,Madison,Detroit,19MF,752
753,753,169745,M,2014,Birmingham,Nashville,19MF,753
754,754,186445,M,2014,Portland,Topeka,19MF,754
755,755,164496,F,2014,Madison,Scranton,14MF,755
756,756,77660,F,2014,Portland,Scranton,19MF,756
757,757,47809,M,2014,Hartford,Nashville,19MF,757
758,758,102246,F,2014,Dayton,Detroit,19MF,758
759,759,143409,M,2014,New York,Detroit,19MF,759
760,760,190621,F,2014,Madison,Topeka,19MF,760
761,761,141471,F,2014,St. Paul,Newark,19MF,761
762,762,120084,F,2014,Hartford,Nashville,19MF,762
763,763,199257,M,2014,Tulsa,Topeka,19MF,763
764,764,34148,M,2014,New Orleans,Fargo,19MF,764
765,765,149574,F,2014,Dayton,Newark,14MF,765
766,766,212501,M,2014,Hartford,Fargo,19MF,766
767,767,191925,M,2014,Tulsa,Fargo,19MF,767
768,768,38870,M,2014,Providence,Scranton,19MF,768
769,769,74318,M,2014,Hartford,Indianapolis,19MF,769
770,770,35779,M,2014,St. Paul,St. Paul,19MF,770
771,771,98283,F,2014,Tulsa,Indianapolis,19MF,771
772,772,213227,M,2014,Tulsa,Scranton,19MF,772
773,773,130216,F,2014,Pittsburgh,Topeka,19MF,773
774,774,20981,M,2014,St. Paul,Charleston,19MF,774
775,775,6106,M,2014,Seattle,Fargo,14MF,775
776,776,114017,M,2014,Providence,Detroit,19MF,776
777,777,17253,M,2014,Providence,Detroit,19MF,777
778,778,108266,F,2014,New York,Newark,19MF,778
779,779,124507,M,2014,Tulsa,Detroit,19MF,779
780,780,66203,M,2014,Detroit,Topeka,19MF,780
781,781,94838,F,2014,Hartford,Indianapolis,19MF,781
782,782,45210,F,2014,Dayton,Fargo,14MF,782
783,783,178449,M,2014,Portland,Indianapolis,19MF,783
784,784,127079,M,2014,Madison,Nashville,19MF,784
785,785,106242,F,2014,Tulsa,Scranton,19MF,785
786,786,78279,F,2014,Pittsburgh,Nashville,14MF,786
787,787,195253,F,2014,Hartford,Detroit,19MF,787
788,788,211482,M,2014,Providence,Detroit,19MF,788
789,789,128845,F,2014,Seattle,Fargo,19MF,789
790,790,9278,F,2014,Hartford,Scranton,14MF,790
791,791,125946,M,2014,Hartford,Scranton,19MF,791
792,792,81402,F,2014,Portland,Nashville,19MF,792
793,793,16153,M,2014,New Orleans,Newark,19MF,793
794,794,205308,M,2014,Portland,Detroit,19MF,794
795,795,199449,M,2014,New Orleans,Nashville,14MF,795
796,796,59026,M,2014,Providence,Scranton,19MF,796
797,797,157116,M,2014,Baltimore,Newark,19MF,797
798,798,71508,F,2014,St. Louis,Detroit,19MF,798
799,799,144173,M,2014,Dayton,Newark,19MF,799
800,800,147932,M,2014,Hartford,Indianapolis,19MF,800
801,801,205576,M,2014,New York,Indianapolis,19MF,801
802,802,179958,M,2014,Hartford,Scranton,19MF,802
803,803,128344,F,2014,Baltimore,Indianapolis,19MF,803
804,804,188398,F,2014,New Orleans,Indianapolis,19MF,804
805,805,32274,M,2014,Tulsa,Scranton,14MF,805
806,806,39750,F,2014,St. Louis,Detroit,19MF,806
807,807,115463,F,2014,Providence,Indianapolis,14MF,807
808,808,161664,F,2014,Atlanta,Detroit,14MF,808
809,809,20262,F,2014,Madison,Newark,19MF,809
810,810,101755,F,2014,Pittsburgh,Indianapolis,19MF,810
811,811,166522,F,2014,Hartford,Topeka,19MF,811
812,812,59911,F,2014,Madison,Fargo,14MF,812
813,813,206088,M,2014,St. Louis,Detroit,19MF,813
814,814,7136,F,2014,St. Louis,Indianapolis,14MF,814
815,815,150581,F,2014,Hartford,Indianapolis,14MF,815
816,816,2531,M,2014,Dayton,Topeka,14MF,816
817,817,10118,M,2014,St. Paul,Topeka,19MF,817
818,818,23536,M,2014,St. Louis,Scranton,19MF,818
819,819,141187,M,2014,Chicago,Nashville,19MF,819
820,820,77215,F,2014,Providence,Topeka,14MF,820
821,821,174569,M,2014,Topeka,Newark,19MF,821
822,822,20269,M,2014,St. Louis,Detroit,19MF,822
823,823,153723,M,2014,Baltimore,Nashville,19MF,823
824,824,48408,F,2014,Hartford,Indianapolis,19MF,824
825,825,166120,M,2014,Portland,Charleston,19MF,825
826,826,7655,F,2014,Hartford,Charleston,19MF,826
827,827,67063,M,2014,Atlanta,Charleston,19MF,827
828,828,212740,F,2014,Tulsa,Nashville,19MF,828
829,829,88961,F,2014,Madison,Fargo,19MF,829
830,830,65640,F,2014,Hartford,Detroit,19MF,830
831,831,202483,F,2014,Hartford,Newark,19MF,831
